1309650479	20260618133000	20260618133000	1	zazoom.it	https://www.zazoom.it/2026-06-18/arezzo-maxi-rissa-in-pieno-centro-storico-il-questore-emette-cinque-dacur-contro-i-giovani-coinvolti/19360539/	1	-1	157	182	1	100	2652	-6.8075117370892	srclc:ita;eng:GT-ITA 1.0	
1309650480	20260618133000	20260618133000	1	tn.com.ar	https://tn.com.ar/tecno/novedades/2026/06/18/las-acciones-de-snap-se-desplomaron-luego-de-la-presentacion-de-sus-anteojos-smart-son-ridiculamente-caros/	2	1295	-1	1309	1	100	3867	0	srclc:spa;eng:GT-SPA 1.0	
1252680434	20250718023000	20260618133000	1	knnews.co.kr	http://www.knnews.co.kr/news/articleView.php?idxno=1544353	10	2042	-1	2049	1	100	2413	-9.51156812339332	srclc:kor;eng:GT-KOR 1.0	
1309650481	20260618133000	20260618133000	1	zazoom.it	https://www.zazoom.it/2026-06-18/arezzo-maxi-rissa-in-pieno-centro-storico-il-questore-emette-cinque-dacur-contro-i-giovani-coinvolti/19360539/	1	157	-1	182	1	100	2652	-6.8075117370892	srclc:ita;eng:GT-ITA 1.0	
1309592168	20260618070000	20260618133000	1	rodiaki.gr	https://www.rodiaki.gr/article/549014/g-nikhtiadhs-sth-boylh-oi-kataggelies-gia-ypoxrhmatodothsh-adiafaneia-kai-kommatokratia-sto-ethniko-kentro-tekmhriwshs	25	9413	-1	9474	1	100	10421	-2.76796230859835	srclc:ell;eng:GT-ELL 1.0	
1309591394	20260618063000	20260618133000	1	ilpost.it	https://www.ilpost.it/2026/06/15/suicidio-carcere-san-vittore-milano-celle-alto-rischio/?homepagePosition=17.1&referrerPost=3607772	16	5540	5599	5556	1	100	6001	-6.60835762876579	srclc:ita;eng:GT-ITA 1.0	
1309567522	20260618021500	20260618133000	1	lacapital.com.ar	https://www.lacapital.com.ar/politica/el-oficialismo-consiguio-postergar-la-sesion-el-senado-contra-adorni-n10265093.html	2	269	-1	294	1	100	3106	-1.19521912350598	srclc:spa;eng:GT-SPA 1.0	
1308507864	20260611064500	20260618133000	1	pressorg24.com	http://pressorg24.com/news?id=834248	1	-1	0	15	0	20	671	0.87719298245614	srclc:rus;eng:GT-RUS 1.0	
1308518360	20260611081500	20260618133000	1	pressorg24.com	http://pressorg24.com/news?id=834248	1	68	0	15	1	80	671	0.87719298245614	srclc:rus;eng:GT-RUS 1.0	
1308507864	20260611064500	20260618133000	1	pressorg24.com	http://pressorg24.com/news?id=834248	1	0	-1	15	0	20	671	0.87719298245614	srclc:rus;eng:GT-RUS 1.0	
1308512241	20260611074500	20260618133000	1	pressorg24.com	http://pressorg24.com/news?id=834248	1	0	68	15	1	80	671	0.87719298245614	srclc:rus;eng:GT-RUS 1.0	
1309650482	20260618133000	20260618133000	1	rtrs.tv	https://www.rtrs.tv/vijesti/vijest.php?id=649928	4	-1	667	635	0	20	764	4.76190476190476	srclc:srp;eng:GT-SRP 1.0	
1309641025	20260618123000	20260618133000	1	kibrisgazetesi.com	https://kibrisgazetesi.com/guney-kibrisi-ziyaret-eden-turist-sayisinda-dusus/	2	354	381	319	1	100	1133	1.16279069767442	srclc:tur;eng:GT-TUR 1.0	
1309650483	20260618133000	20260618133000	1	rtrs.tv	https://www.rtrs.tv/vijesti/vijest.php?id=649928	4	714	667	635	1	80	764	4.76190476190476	srclc:srp;eng:GT-SRP 1.0	
