1309647907	20260618131500	20260618131500	1	lagazzettadelmezzogiorno.it	https://www.lagazzettadelmezzogiorno.it/news/foggia/2019061/omicidio-dedda-il-boss-moretti-smentisce-il-pentito-gianluigi-troiano-di-vieste.html	18	-1	3258	3277	1	100	4182	-5.89970501474926	srclc:ita;eng:GT-ITA 1.0	
1309647908	20260618131500	20260618131500	1	internazionale.it	https://www.internazionale.it/magazine/quinn-slobodian/2026/06/16/elon-musk-space-x	12	7226	-1	7320	1	100	9504	-1.29617627997408	srclc:ita;eng:GT-ITA 1.0	
1309647909	20260618131500	20260618131500	1	em.com.br	http://www.em.com.br/politica/2026/06/7443319-da-nossa-parte-nao-ha-disputa-pela-paternidade-diz-presidente-da-hu.html	14	3961	-1	3844	1	100	5464	1.8450184501845	srclc:por;eng:GT-POR 1.0	
1309647910	20260618131500	20260618131500	1	vecernji.ba	https://www.vecernji.ba/vijesti/prva-transplantacija-bubrega-vazan-je-signal-napretka-1970190	9	2596	-1	2528	1	100	3618	4.44874274661509	srclc:hrv;eng:GT-HRV 1.0	
1309647911	20260618131500	20260618131500	1	puranoticia.pnt.cl	https://puranoticia.pnt.cl/nacional/unicef-pide-aclarar-con-urgencia-el-paradero-de-ninos-haitianos-que	2	247	-1	150	1	80	1162	-4.54545454545454	srclc:spa;eng:GT-SPA 1.0	
1309591394	20260618063000	20260618131500	1	ilpost.it	https://www.ilpost.it/2026/06/15/suicidio-carcere-san-vittore-milano-celle-alto-rischio/?homepagePosition=16.1&referrerPost=3607772	16	5540	5599	5556	1	100	6001	-6.60835762876579	srclc:ita;eng:GT-ITA 1.0	
1309647912	20260618131500	20260618131500	1	larazon.es	https://www.larazon.es/cataluna/independentismo-carga-psc-nombrar-alto-cargo-critico-inmersion-linguistica_202606186a33eaa69f03cb0254d49bdf.html	3	505	610	434	1	100	3983	0.16447368421053	srclc:spa;eng:GT-SPA 1.0	
1309647913	20260618131500	20260618131500	1	larazon.es	https://www.larazon.es/cataluna/independentismo-carga-psc-nombrar-alto-cargo-critico-inmersion-linguistica_202606186a33eaa69f03cb0254d49bdf.html	3	610	505	434	1	100	3983	0.16447368421053	srclc:spa;eng:GT-SPA 1.0	
1308552702	20260611121500	20260618131500	1	uainfo.org	https://uainfo.org/blognews/1781780642-zelenskiy-rozrahovue-na-vidkrittya-vsih-klasteriv-na-peregovorah.html	2	-1	90	121	1	100	968	1.36054421768707	srclc:ukr;eng:GT-UKR 1.0	
1308507864	20260611064500	20260618131500	1	uainfo.org	https://uainfo.org/blognews/1781780642-zelenskiy-rozrahovue-na-vidkrittya-vsih-klasteriv-na-peregovorah.html	2	-1	90	110	0	40	968	1.36054421768707	srclc:ukr;eng:GT-UKR 1.0	
1308552702	20260611121500	20260618131500	1	uainfo.org	https://uainfo.org/blognews/1781780642-zelenskiy-rozrahovue-na-vidkrittya-vsih-klasteriv-na-peregovorah.html	2	90	-1	121	1	100	968	1.36054421768707	srclc:ukr;eng:GT-UKR 1.0	
1308518360	20260611081500	20260618131500	1	uainfo.org	https://uainfo.org/blognews/1781780642-zelenskiy-rozrahovue-na-vidkrittya-vsih-klasteriv-na-peregovorah.html	2	90	112	132	0	40	968	1.36054421768707	srclc:ukr;eng:GT-UKR 1.0	
